date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:22	125548/125548	---M-Z	200	added ('OK')	text/html	etag:%221ea6c-629c36ae-1bba94;gz%22	https://techydevs.com/demos/trizen/html/add-hotel.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/add-hotel.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:22	102600/102600	---M-Z	200	added ('OK')	text/html	etag:%22190c8-629c36ae-1bba32;gz%22	https://techydevs.com/demos/trizen/html/add-flight.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/add-flight.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:23	124605/124605	---M-Z	200	added ('OK')	text/html	etag:%221e6bd-629c36ae-1bba64;gz%22	https://techydevs.com/demos/trizen/html/add-cruise.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/add-cruise.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:23	106270/106270	---M-Z	200	added ('OK')	text/html	etag:%2219f1e-629c36ae-1bba42;gz%22	https://techydevs.com/demos/trizen/html/add-car.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/add-car.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:23	50977/50977	---M-Z	200	added ('OK')	text/html	etag:%22c721-629c36c2-1bba9c;gz%22	https://techydevs.com/demos/trizen/html/user-dashboard.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/user-dashboard.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:24	72569/72569	---M-Z	200	added ('OK')	text/html	etag:%2211b79-629c36ae-1bba7a;gz%22	https://techydevs.com/demos/trizen/html/admin-dashboard.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/admin-dashboard.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:24	58739/58739	---M-Z	200	added ('OK')	text/html	etag:%22e573-629c36ae-1bba40;gz%22	https://techydevs.com/demos/trizen/html/career.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/career.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:24	34997/34997	---M-Z	200	added ('OK')	text/html	etag:%2288b5-62f8db36-1bba5a;gz%22	https://techydevs.com/demos/trizen/html/route-map.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/route-map.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:25	127445/127445	---M-Z	200	added ('OK')	text/html	etag:%221f1d5-62f8db36-1bba6a;gz%22	https://techydevs.com/demos/trizen/html/route.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/route.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:25	101604/101604	---M-Z	200	added ('OK')	text/html	etag:%2218ce4-62f8db36-1bba50;gz%22	https://techydevs.com/demos/trizen/html/route-destination.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/route-destination.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:26	56725/56725	---M-Z	200	added ('OK')	text/html	etag:%22dd95-629c36ae-1bba48;gz%22	https://techydevs.com/demos/trizen/html/career-details.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/career-details.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:26	119551/119551	---M-Z	200	added ('OK')	text/html	etag:%221d2ff-629c36c2-1bbaa0;gz%22	https://techydevs.com/demos/trizen/html/user-profile.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/user-profile.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:26	44387/44387	---M-Z	200	added ('OK')	text/html	etag:%22ad63-629c36ae-1bba3e;gz%22	https://techydevs.com/demos/trizen/html/contact.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/contact.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:27	50515/50515	---M-Z	200	added ('OK')	text/html	etag:%22c553-629c36ae-1bbac6;gz%22	https://techydevs.com/demos/trizen/html/cart.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/cart.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:27	91303/91303	---M-Z	200	added ('OK')	text/html	etag:%22164a7-629c36ae-1bbaac;gz%22	https://techydevs.com/demos/trizen/html/checkout.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/checkout.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:27	39254/39254	---M-Z	200	added ('OK')	text/html	etag:%229956-629c36c0-1bba44;gz%22	https://techydevs.com/demos/trizen/html/recover.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/recover.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:28	46714/46714	---M-Z	200	added ('OK')	text/html	etag:%22b67a-629c36c0-1bba5c;gz%22	https://techydevs.com/demos/trizen/html/payment-received.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/payment-received.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:28	40427/40427	---M-Z	200	added ('OK')	text/html	etag:%229deb-629c36c0-1bbae6;gz%22	https://techydevs.com/demos/trizen/html/payment-complete.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/payment-complete.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:28	47523/47523	---M-Z	200	added ('OK')	text/html	etag:%22b9a3-629c36ae-1bba38;gz%22	https://techydevs.com/demos/trizen/html/destinations.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/destinations.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:29	61438/61438	---M-Z	200	added ('OK')	text/html	etag:%22effe-629c36ae-1bba34;gz%22	https://techydevs.com/demos/trizen/html/about.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/about.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:30	56295/56295	---M-Z	200	added ('OK')	text/html	etag:%22dbe7-629c36c2-1bbac4;gz%22	https://techydevs.com/demos/trizen/html/services.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/services.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:30	54147/54147	---M-Z	200	added ('OK')	text/html	etag:%22d383-629c36ae-1bba90;gz%22	https://techydevs.com/demos/trizen/html/gallery.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/gallery.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:30	41672/41672	---M-Z	200	added ('OK')	text/html	etag:%22a2c8-629c36c0-1bba4e;gz%22	https://techydevs.com/demos/trizen/html/pricing.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/pricing.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:31	112331/112331	---M-Z	200	added ('OK')	text/html	etag:%221b6cb-629c36ae-1bbadc;gz%22	https://techydevs.com/demos/trizen/html/faq.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/faq.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:31	42914/42914	---M-Z	200	added ('OK')	text/html	etag:%22a7a2-629c36ae-1bbace;gz%22	https://techydevs.com/demos/trizen/html/add-new-post.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/add-new-post.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:31	57817/57817	---M-Z	200	added ('OK')	text/html	etag:%22e1d9-629c36ae-1bba7e;gz%22	https://techydevs.com/demos/trizen/html/blog-full-width.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/blog-full-width.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:32	57793/57793	---M-Z	200	added ('OK')	text/html	etag:%22e1c1-629c36ae-1bba18;gz%22	https://techydevs.com/demos/trizen/html/blog-grid.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/blog-grid.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:32	97586/97586	---M-Z	200	added ('OK')	text/html	etag:%2217d32-629c36ae-1bba2c;gz%22	https://techydevs.com/demos/trizen/html/blog-sidebar.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/blog-sidebar.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:32	87781/87781	---M-Z	200	added ('OK')	text/html	etag:%22156e5-629c36ae-1bba9e;gz%22	https://techydevs.com/demos/trizen/html/blog-single.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/blog-single.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:33	6949/6949	---M-Z	200	added ('OK')	text/html	etag:%221b25-629c36ae-1bbab4;gz%22	https://techydevs.com/demos/trizen/html/coming-soon.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/coming-soon.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:33	74042/74042	---M-Z	200	added ('OK')	text/html	etag:%221213a-629c36ae-1bbaa6;gz%22	https://techydevs.com/demos/trizen/html/flight-grid.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/flight-grid.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:34	91627/91627	---M-Z	200	added ('OK')	text/html	etag:%22165eb-629c36ae-1bbab8;gz%22	https://techydevs.com/demos/trizen/html/flight-list.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/flight-list.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:34	225394/225394	---M-Z	200	added ('OK')	text/html	etag:%2237072-629c36c0-1bbac8;gz%22	https://techydevs.com/demos/trizen/html/page-404.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/page-404.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:34	94277/94277	---M-Z	200	added ('OK')	text/html	etag:%2217045-629c36ae-1bba36;gz%22	https://techydevs.com/demos/trizen/html/flight-sidebar.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/flight-sidebar.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:34	158987/158987	---M-Z	200	added ('OK')	text/html	etag:%2226d0b-62f8ceda-1bbaea;gz%22	https://techydevs.com/demos/trizen/html/flight-single.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/flight-single.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:35	91864/91864	---M-Z	200	added ('OK')	text/html	etag:%22166d8-629c36ae-1bbaae;gz%22	https://techydevs.com/demos/trizen/html/flight-booking.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/flight-booking.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:35	102844/102844	---M-Z	200	added ('OK')	text/html	etag:%22191bc-629c36ae-1bbaaa;gz%22	https://techydevs.com/demos/trizen/html/flight-search-result.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/flight-search-result.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:35	66826/66826	---M-Z	200	added ('OK')	text/html	etag:%221050a-629c36ae-1bbae0;gz%22	https://techydevs.com/demos/trizen/html/hotel-grid.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/hotel-grid.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:36	86383/86383	---M-Z	200	added ('OK')	text/html	etag:%221516f-629c36ae-1bbac2;gz%22	https://techydevs.com/demos/trizen/html/hotel-list.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/hotel-list.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:36	90707/90707	---M-Z	200	added ('OK')	text/html	etag:%2216253-629c36ae-1bba66;gz%22	https://techydevs.com/demos/trizen/html/hotel-sidebar.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/hotel-sidebar.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:36	167112/167112	---M-Z	200	added ('OK')	text/html	etag:%2228cc8-62f8cf02-1bba52;gz%22	https://techydevs.com/demos/trizen/html/hotel-single.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/hotel-single.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:37	91736/91736	---M-Z	200	added ('OK')	text/html	etag:%2216658-629c36ae-1bbabe;gz%22	https://techydevs.com/demos/trizen/html/hotel-booking.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/hotel-booking.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:37	80062/80062	---M-Z	200	added ('OK')	text/html	etag:%22138be-629c36ae-1bbade;gz%22	https://techydevs.com/demos/trizen/html/hotel-search-result.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/hotel-search-result.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:37	114114/114114	---M-Z	200	added ('OK')	text/html	etag:%221bdc2-629c36c0-1bbab0;gz%22	https://techydevs.com/demos/trizen/html/room-list.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/room-list.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:38	125462/125462	---M-Z	200	added ('OK')	text/html	etag:%221ea16-629c36c0-1bbaa2;gz%22	https://techydevs.com/demos/trizen/html/room-grid.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/room-grid.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:38	69544/69544	---M-Z	200	added ('OK')	text/html	etag:%2210fa8-629c36c0-1bbad8;gz%22	https://techydevs.com/demos/trizen/html/room-search-result.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/room-search-result.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:38	66772/66772	---M-Z	200	added ('OK')	text/html	etag:%22104d4-629c36c0-1bba28;gz%22	https://techydevs.com/demos/trizen/html/room-search-result-list.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/room-search-result-list.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:39	112166/112166	---M-Z	200	added ('OK')	text/html	etag:%221b626-629c36c0-1bba60;gz%22	https://techydevs.com/demos/trizen/html/room-details.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/room-details.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:39	70174/70174	---M-Z	200	added ('OK')	text/html	etag:%221121e-629c36ae-1bba92;gz%22	https://techydevs.com/demos/trizen/html/car-grid.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/car-grid.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:39	95701/95701	---M-Z	200	added ('OK')	text/html	etag:%22175d5-629c36ae-1bbaa8;gz%22	https://techydevs.com/demos/trizen/html/car-list.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/car-list.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:40	100820/100820	---M-Z	200	added ('OK')	text/html	etag:%22189d4-629c36ae-1bba8c;gz%22	https://techydevs.com/demos/trizen/html/car-sidebar.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/car-sidebar.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:40	123945/123945	---M-Z	200	added ('OK')	text/html	etag:%221e429-62f8cf58-1bbae8;gz%22	https://techydevs.com/demos/trizen/html/car-single.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/car-single.html	(from https://techydevs.com/demos/trizen/html/index4.html)
16:02:40	91275/91275	---M-Z	200	added ('OK')	text/html	etag:%221648b-629c36ae-1bba1e;gz%22	https://techydevs.com/demos/trizen/html/car-booking.html	C:/My%20Web%20Sites/TrizenIndex4/techydevs.com/demos/trizen/html/car-booking.html	(from https://techydevs.com/demos/trizen/html/index4.html)
